step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
490.0,42,1625.0,26.639344262295083,2.1836124068991523,42,6735.0,0.08302460310752949,42,6735.0
495.0,36,1279.0,20.629032258064516,3.608287983304631,36,5253.0,0.16456458352402803,36,5253.0
500.0,31,1021.0,16.467741935483872,4.547748788642434,31,4231.0,0.19146712659816464,31,4231.0
505.0,20,649.0,10.639344262295081,4.662475700148798,20,3790.0,0.2332423413161581,20,3790.0
510.0,21,499.0,8.180327868852459,5.491503799724273,21,3869.0,0.2928160356509765,21,3869.0
515.0,28,622.0,10.19672131147541,4.197740240014195,28,3992.0,0.15929222760938916,28,3992.0
520.0,37,788.0,11.761194029850746,3.6446652971764384,37,4158.0,0.14234944193960633,37,4158.0
525.0,44,991.0,15.73015873015873,1.942248548408989,44,4361.0,0.06731994388354207,44,4361.0
530.0,53,1238.0,18.757575757575758,2.0812035573081893,53,4609.0,0.09960481799582706,53,4609.0
535.0,55,1511.0,23.609375,1.6351144011226644,55,4882.0,0.08072912495713155,55,4882.0
540.0,57,1792.0,26.352941176470587,2.0573357163998645,57,5163.0,0.0718291273996555,57,5163.0
545.0,52,1635.0,23.357142857142858,2.0786067493009286,52,5259.0,0.08733782651502424,52,5259.0
550.0,47,1441.0,20.01388888888889,2.5313629992069133,47,5208.0,0.09233933645629097,47,5208.0
555.0,46,1637.0,22.73611111111111,3.768775728133668,46,5111.0,0.1505726561771735,46,5111.0
560.0,44,1831.0,25.08219178082192,2.9408684801877274,44,5320.0,0.11294060890724432,44,5320.0
565.0,50,2069.0,29.985507246376812,2.915841211569883,50,5543.0,0.10832292285315966,50,5543.0
570.0,52,2327.0,33.24285714285714,3.4005241636760926,52,5801.0,0.09919012314798042,52,5801.0
575.0,52,2587.0,39.8,2.291047646808446,52,6061.0,0.06118372362836397,52,6061.0
580.0,48,2737.0,39.666666666666664,2.269202645239013,48,6215.0,0.12608981204830294,48,6215.0
585.0,46,2893.0,43.833333333333336,2.801510824124923,46,6305.0,0.14483148570244023,46,6305.0
590.0,48,3126.0,43.416666666666664,3.4540546781137724,48,6453.0,0.1285343533564683,48,6453.0
595.0,48,3318.0,48.08695652173913,3.002077142398835,48,6672.0,0.10623668492551233,48,6672.0
600.0,46,3543.0,52.88059701492537,2.967750069353408,46,6875.0,0.11096318578161966,46,6875.0
605.0,48,3780.0,57.27272727272727,3.4837834921320527,48,7107.0,0.10157561187624388,48,7107.0
610.0,48,4020.0,60.90909090909091,3.2381568495822366,48,7347.0,0.11577911149103173,48,7347.0
615.0,44,4190.0,66.5079365079365,3.016044980708439,44,7542.0,0.11823860496406234,44,7542.0
620.0,44,4410.0,70.0,3.1850088051963894,44,7737.0,0.12779952034866338,44,7737.0
625.0,47,4639.0,74.8225806451613,2.8284657657127026,47,7966.0,0.1189126508974522,47,7966.0
630.0,44,4850.0,78.2258064516129,2.5783108308717604,44,8185.0,0.12732978114236582,44,8185.0
635.0,44,5070.0,84.5,3.071458852817096,44,8397.0,0.11195575726516492,44,8397.0
640.0,45,5292.0,81.41538461538461,3.7376877570784406,45,8619.0,0.13242521511548047,45,8619.0
645.0,46,5522.0,95.20689655172414,2.665467852765687,46,8849.0,0.1050617718579483,46,8849.0
650.0,44,5730.0,92.41935483870968,3.129530678889026,44,9057.0,0.16097086470571972,44,9057.0
655.0,47,5957.0,99.28333333333333,2.582605847596486,47,9284.0,0.1345157335323418,47,9284.0
660.0,49,6197.0,99.95161290322581,2.0561985176781503,49,9524.0,0.06747311802032467,49,9524.0
665.0,48,6404.0,103.29032258064517,2.0481337239013664,48,9751.0,0.10520935990637183,48,9751.0
670.0,46,6631.0,105.25396825396825,2.840233550800735,46,9961.0,0.1152184682391274,46,9961.0
675.0,48,6865.0,104.01515151515152,3.584006874796107,48,10192.0,0.10297619557281078,48,10192.0
680.0,48,7105.0,112.77777777777777,3.156360588580673,48,10432.0,0.13471210199352737,48,10432.0
685.0,47,7322.0,120.0327868852459,2.3698510457234305,47,10649.0,0.11869173769162242,47,10649.0
690.0,48,7562.0,126.03333333333333,2.445372906909459,48,10889.0,0.08634897287788533,48,10889.0
695.0,50,7807.0,125.91935483870968,2.1937832250737155,50,11134.0,0.08349782333966793,50,11134.0
700.0,46,8011.0,131.327868852459,1.8790421811878633,46,11357.0,0.07977869525459849,46,11357.0
705.0,46,8241.0,130.8095238095238,3.0441555137391445,46,11568.0,0.13382784448390486,46,11568.0
710.0,48,8473.0,132.390625,3.330573656383285,48,11800.0,0.08888870916001729,48,11800.0
715.0,42,7460.0,120.3225806451613,2.801933785413839,42,11100.0,0.11946488509669567,42,11100.0
720.0,35,5608.0,96.6896551724138,2.889180485095414,35,9546.0,0.11888952270797211,35,9546.0
725.0,30,4159.0,63.98461538461538,4.8914667607747475,30,7349.0,0.21757670887579886,30,7349.0
730.0,20,2436.0,40.6,4.345244123871994,20,7450.0,0.21841714235442083,20,7450.0
735.0,24,1576.0,25.015873015873016,4.744720775145125,24,7530.0,0.2333818661379248,24,7530.0
740.0,31,1715.0,27.22222222222222,4.2277139839443825,31,7668.0,0.17352132677490809,31,7668.0
745.0,37,1881.0,27.66176470588235,3.520539622971416,37,7834.0,0.13331860737003093,37,7834.0
750.0,44,2092.0,31.696969696969695,2.435353651388726,44,8045.0,0.10547546414840032,44,8045.0
755.0,51,2334.0,34.83582089552239,1.697794079295362,51,8287.0,0.09004066495078505,51,8287.0
760.0,58,2621.0,38.544117647058826,1.8896403467659497,58,8574.0,0.09178093411623162,58,8574.0
765.0,58,2911.0,40.43055555555556,2.27278609306658,58,8864.0,0.08235909133774107,58,8864.0
770.0,54,2911.0,41.58571428571429,2.2251177334607974,54,9032.0,0.09654052216820727,54,9032.0
775.0,49,3064.0,42.55555555555556,3.0058443687715526,49,9111.0,0.1290162758757992,49,9111.0
780.0,51,3316.0,47.371428571428574,3.318103380132309,51,9269.0,0.08807491872133237,51,9269.0
785.0,49,3546.0,49.25,3.0152450214614808,49,9509.0,0.10713892907705617,49,9509.0
790.0,49,3791.0,57.43939393939394,2.9567518867774494,49,9744.0,0.11064918504491597,49,9744.0
795.0,50,4038.0,56.87323943661972,3.590778086173196,50,9991.0,0.12552442351276313,50,9991.0
800.0,51,4292.0,65.03030303030303,2.7249919515594816,51,10245.0,0.11185398064209405,51,10245.0
805.0,48,4105.0,60.36764705882353,2.632543921250031,48,9731.0,0.15579568061952306,48,9731.0
810.0,41,3624.0,54.90909090909091,3.010651225610819,41,8323.0,0.1296379527324079,41,8323.0
815.0,35,3276.0,47.47826086956522,3.8914734250373892,35,6906.0,0.1452675524147168,35,6906.0
820.0,27,2736.0,41.45454545454545,3.9567266664107015,27,7047.0,0.19946634102758082,27,7047.0
825.0,26,2595.0,40.546875,4.117817720391493,26,7149.0,0.2396596515731516,26,7149.0
830.0,34,2749.0,40.4264705882353,4.046343923359749,34,7297.0,0.1545621907171791,34,7297.0
835.0,35,1038.0,14.619718309859154,3.6075373177901073,35,6709.0,0.16507196992870263,35,6709.0
840.0,39,592.0,8.457142857142857,2.847636475352504,39,5414.0,0.09059471615054754,39,5414.0
845.0,48,817.0,11.191780821917808,3.2539427869561814,48,5366.0,0.1040136992549328,48,5366.0
850.0,51,1030.0,14.507042253521126,2.451112463089359,51,5601.0,0.07536031697151688,51,5601.0
855.0,51,1280.0,18.285714285714285,2.938202248172869,51,5833.0,0.1161802879333516,51,5833.0
860.0,51,1535.0,22.246376811594203,3.385987992389809,51,6085.0,0.09312993330922707,51,6085.0
865.0,53,1795.0,26.397058823529413,2.999549525002621,53,6345.0,0.11529452627629043,53,6345.0
870.0,53,2060.0,31.21212121212121,2.5044268576109454,53,6610.0,0.11614476320082519,53,6610.0
875.0,55,2328.0,35.815384615384616,1.8562924636723928,55,6878.0,0.07952987914241116,55,6878.0
880.0,57,2607.0,38.338235294117645,2.0433236059873785,57,7157.0,0.08984464537679984,57,7157.0
885.0,58,2893.0,43.17910447761194,1.5533612298311195,58,7443.0,0.06239869348365079,58,7443.0
890.0,53,2646.0,38.34782608695652,1.5046860158572126,53,7530.0,0.09832074844508225,53,7530.0
895.0,47,2434.0,35.27536231884058,2.343636072695912,47,7448.0,0.10296084383230206,47,7448.0
900.0,46,2616.0,35.83561643835616,3.5174348513381655,46,7335.0,0.12620974084667508,46,7335.0
905.0,44,2787.0,39.81428571428572,2.5039684735678414,44,7542.0,0.10128725090883425,44,7542.0
910.0,47,3002.0,41.69444444444444,2.964326393583172,47,7732.0,0.10474430617296604,47,7732.0
915.0,51,3252.0,47.130434782608695,3.2076935917510854,51,7971.0,0.09282088689952432,51,7971.0
920.0,51,3507.0,51.5735294117647,3.0631266690646934,51,8226.0,0.0987757946002343,51,8226.0
925.0,47,3649.0,56.13846153846154,2.603054048287267,47,8364.0,0.10400431519700415,47,8364.0
930.0,40,3774.0,57.18181818181818,3.3880653677537964,40,8420.0,0.15655894500266862,40,8420.0
935.0,43,3984.0,63.23809523809524,3.452259681269064,43,8539.0,0.1070233740855227,43,8539.0
940.0,41,4175.0,61.39705882352941,3.144481382954887,41,8740.0,0.12948734665606235,41,8740.0
945.0,43,4389.0,69.66666666666667,3.5231843070436746,43,8944.0,0.1522433789600792,43,8944.0
950.0,44,4606.0,70.86153846153846,3.454479884728138,44,9161.0,0.14182207153170764,44,9161.0
955.0,47,4839.0,79.32786885245902,2.9900439454433174,47,9394.0,0.10322511937091446,47,9394.0
960.0,47,5074.0,83.18032786885246,2.5694320647535216,47,9629.0,0.08860542812864956,47,9629.0
965.0,44,5209.0,86.81666666666666,2.548057412003076,44,9811.0,0.11796151567047176,44,9811.0
970.0,44,5421.0,88.8688524590164,2.855574728421528,44,9975.0,0.12347741755777371,44,9975.0
975.0,47,5648.0,91.09677419354838,2.9761252077869207,47,10198.0,0.10527345770627874,47,10198.0
980.0,43,5834.0,91.15625,2.781162066869153,43,10404.0,0.11036993376694275,43,10404.0
985.0,42,6043.0,100.71666666666667,3.1450647170874353,42,10594.0,0.14951703860342455,42,10594.0
990.0,44,6259.0,99.34920634920636,3.920145625215421,44,10809.0,0.15337196755833604,44,10809.0
995.0,44,6479.0,109.8135593220339,3.117637031124747,44,11029.0,0.09339004877183836,44,11029.0
1000.0,40,5626.0,95.35593220338983,2.852657191515276,40,10293.0,0.15521416932511015,40,10293.0
1005.0,33,4055.0,72.41071428571429,3.079944405394798,33,8690.0,0.14641339611860396,33,8690.0
1010.0,29,2824.0,45.54838709677419,4.669277367913094,29,6641.0,0.21615021693734318,29,6641.0
1015.0,17,1185.0,19.75,4.8662606707565725,17,6289.0,0.2602901988208579,17,6289.0
1020.0,16,576.0,10.105263157894736,4.383129077383867,16,6335.0,0.2150022562823086,16,6335.0
1025.0,26,689.0,11.483333333333333,4.726509385874394,26,6444.0,0.1843872842571916,26,6444.0
1030.0,32,841.0,13.34920634920635,3.5716354063344626,32,6596.0,0.16213077862059067,32,6596.0
1035.0,41,1027.0,16.3015873015873,2.450613777165735,41,6782.0,0.11210272579777486,41,6782.0
1040.0,48,1251.0,18.954545454545453,2.3655412805538134,48,7006.0,0.10361335982041493,48,7006.0
1045.0,55,1509.0,22.52238805970149,2.165001865743226,55,7264.0,0.09390043182814194,55,7264.0
1050.0,56,1788.0,27.50769230769231,1.7889952580090052,56,7543.0,0.07856498896976781,56,7543.0
1055.0,56,2068.0,30.865671641791046,1.765630252648281,56,7823.0,0.0588965905293946,56,7823.0
1060.0,52,2097.0,31.29850746268657,2.015939022954559,52,7156.0,0.09288385442311693,52,7156.0
1065.0,43,1941.0,28.544117647058822,2.4059769749536573,43,6266.0,0.10359610485169858,43,6266.0
1070.0,40,1860.0,26.571428571428573,3.938840212272988,40,4814.0,0.13685714214082834,40,4814.0
1075.0,30,1656.0,23.65714285714286,3.962449198388886,30,4971.0,0.18197382998568742,30,4971.0
1080.0,31,1662.0,26.38095238095238,3.235690548240483,31,5091.0,0.14943381376861972,31,5091.0
1085.0,38,1836.0,24.81081081081081,4.341405950251389,38,5263.0,0.18664720489485334,38,5263.0
1090.0,44,2043.0,28.375,2.500717599890042,44,5470.0,0.1086678658955831,44,5470.0
1095.0,54,2295.0,30.6,1.965126004490383,54,5722.0,0.09786901920492277,54,5722.0
1100.0,61,2586.0,34.026315789473685,1.4860320906734383,61,6014.0,0.05900137572929498,61,6014.0
1105.0,68,2916.0,36.0,2.2099018864245443,68,6344.0,0.07686399316583727,68,6344.0
1110.0,68,3256.0,41.743589743589745,1.63141841794186,68,6684.0,0.06033798663617772,68,6684.0
1115.0,65,2903.0,37.217948717948715,1.320384485598059,65,6772.0,0.05585267118090016,65,6772.0
1120.0,56,2473.0,30.9125,2.5080044508296675,56,6630.0,0.10953535963067557,56,6630.0
1125.0,49,2512.0,30.634146341463413,2.8608900132002493,49,6388.0,0.10435938164726752,49,6388.0
1130.0,48,2724.0,33.629629629629626,3.157366305434842,48,6613.0,0.15254589697136603,48,6613.0
1135.0,53,2980.0,36.79012345679013,2.8528974189713234,53,6857.0,0.10830351026000658,53,6857.0
1140.0,60,3269.0,43.586666666666666,2.2733515526152774,60,7146.0,0.0556739517964898,60,7146.0
1145.0,62,3578.0,47.078947368421055,2.2671531978394186,62,7455.0,0.08831332101111095,62,7455.0
1150.0,62,3888.0,54.0,1.3853597653587197,62,7765.0,0.05367045163031967,62,7765.0
1155.0,58,4061.0,51.40506329113924,2.303586105192567,58,7901.0,0.13541448170713066,58,7901.0
1160.0,52,4133.0,54.38157894736842,2.4568510365834935,52,7842.0,0.12040611681232827,52,7842.0
1165.0,52,4367.0,53.25609756097561,3.5163302054200956,52,7893.0,0.15294936447176335,52,7893.0
1170.0,52,4581.0,57.9873417721519,2.8894047101416556,52,8132.0,0.11842037991810607,52,8132.0
1175.0,55,4844.0,62.1025641025641,2.5349570377371857,55,8373.0,0.08972325397931635,55,8373.0
1180.0,58,5133.0,67.53947368421052,2.998239812650615,58,8659.0,0.08569632045734789,58,8659.0
1185.0,52,4768.0,62.73684210526316,2.893986916158016,52,8168.0,0.1178756432887078,52,8168.0
1190.0,46,3962.0,55.02777777777778,2.928035575791271,46,6836.0,0.1166069394580734,46,6836.0
1195.0,38,3157.0,43.84722222222222,4.388433351205926,38,5498.0,0.18521786695497738,38,5498.0
1200.0,30,2492.0,36.11594202898551,3.753761186979482,30,5336.0,0.1685418758689603,30,5336.0
1205.0,29,2238.0,33.40298507462686,4.023026013936162,29,5460.0,0.21146721408178218,29,5460.0
1210.0,38,2409.0,33.929577464788736,3.66637673045845,38,5630.0,0.14085215454321268,38,5630.0
1215.0,45,2619.0,34.92,3.0356992064236703,45,5840.0,0.14759195940244269,45,5840.0
1220.0,51,2860.0,38.648648648648646,1.989737675799087,51,6081.0,0.08110418790091029,51,6081.0
1225.0,60,3141.0,40.79220779220779,2.0822406318180358,60,6363.0,0.10920519132049189,60,6363.0
1230.0,65,3459.0,43.78481012658228,1.9792601298310173,65,6683.0,0.09429664201666488,65,6683.0
1235.0,68,3793.0,48.62820512820513,1.3581302110568945,68,7017.0,0.042539321720399675,68,7017.0
1240.0,70,4143.0,51.148148148148145,1.725172532166846,70,7367.0,0.07129044680941816,70,7367.0
1245.0,72,4495.0,56.89873417721519,1.0896524615979646,72,7719.0,0.04693896590151143,72,7719.0
1250.0,68,4379.0,52.75903614457831,1.2989647909432915,68,7871.0,0.07818350027750194,68,7871.0
1255.0,60,4066.0,49.58536585365854,1.748074635616027,60,7823.0,0.07796282105413636,60,7823.0
1260.0,55,4209.0,48.94186046511628,2.7567648574122203,55,7743.0,0.10959810091858554,55,7743.0
1265.0,54,4426.0,52.07058823529412,2.4983552607194586,54,7931.0,0.10244800980497651,54,7931.0
1270.0,57,4691.0,55.188235294117646,2.6689049960841533,57,8169.0,0.09006755047152223,57,8169.0
1275.0,63,4992.0,60.8780487804878,2.8626391853982893,63,8463.0,0.07805280997367034,63,8463.0
1280.0,64,5311.0,64.76829268292683,2.6545910072789227,64,8782.0,0.05723339510909537,64,8782.0
1285.0,60,5523.0,71.72727272727273,2.17501299122505,60,8950.0,0.08648225913174575,60,8950.0
1290.0,50,5666.0,74.55263157894737,2.542487301449886,50,9000.0,0.12590436759873153,50,9000.0
1295.0,54,5928.0,78.0,3.0969094370858654,54,9095.0,0.09877837752795897,54,9095.0
1300.0,52,6168.0,77.1,2.7627711336552983,52,9346.0,0.11839497912806043,52,9346.0
1305.0,56,6441.0,83.64935064935065,2.865296723308471,56,9608.0,0.09186089240369051,56,9608.0
1310.0,60,6731.0,86.2948717948718,3.0201386636418217,60,9898.0,0.11723861454309631,60,9898.0
1315.0,60,7031.0,95.01351351351352,2.5413481661310966,60,10198.0,0.08449688940890226,60,10198.0
1320.0,60,7331.0,99.06756756756756,2.1323394649596987,60,10498.0,0.05066906721478998,60,10498.0
1325.0,56,7495.0,104.09722222222223,2.172232954008306,56,10722.0,0.09107821984824488,56,10722.0
1330.0,52,7712.0,105.64383561643835,2.4012599104544234,52,10866.0,0.08928462133308927,52,10866.0
1335.0,56,7986.0,107.91891891891892,3.0798442625807767,56,11112.0,0.09536262310761293,56,11112.0
1340.0,52,8232.0,111.24324324324324,2.9249172336747717,52,11371.0,0.10792844564587453,52,11371.0
1345.0,52,8492.0,121.31428571428572,2.817426438661216,52,11618.0,0.1024086502916504,52,11618.0
1350.0,54,8762.0,121.69444444444444,3.1471433930989536,54,11888.0,0.12299050823658876,54,11888.0
1355.0,54,9032.0,134.80597014925374,2.2441184338632114,54,12158.0,0.07928649810785048,54,12158.0
1360.0,55,9305.0,132.92857142857142,2.4706912036295243,55,12431.0,0.1384947088078497,55,12431.0
1365.0,56,9585.0,145.22727272727272,1.884467085655596,56,12711.0,0.09157605457528643,56,12711.0
1370.0,57,9866.0,137.02777777777777,2.647349175627908,57,12992.0,0.1196762137937136,57,12992.0
1375.0,58,10155.0,145.07142857142858,2.1487688332632846,58,13281.0,0.1026056235540957,58,13281.0
1380.0,55,10318.0,143.30555555555554,1.8054072101819147,55,13501.0,0.0758441010578431,55,13501.0
