step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
19080.0,73,27214.0,261.6730769230769,2.139806238026929,73,36247.0,0.09079331814654548,73,36247.0
19085.0,78,27587.0,255.4351851851852,2.292455042748966,78,36487.0,0.09884180372843376,78,36487.0
19090.0,86,28002.0,266.6857142857143,1.7877974822305245,86,36787.0,0.038252748616184745,86,36787.0
19095.0,90,28446.0,265.85046728971963,2.0851571207475748,90,37121.0,0.055736606424502816,90,37121.0
19100.0,90,28896.0,288.96,1.0503870908082433,90,37461.0,0.038747688128202,90,37461.0
19105.0,86,29203.0,286.30392156862746,1.086540385814084,86,37601.0,0.07125660814729043,86,37601.0
19110.0,80,29413.0,288.3627450980392,1.6300918191768097,80,37575.0,0.07306779668444606,80,37575.0
19115.0,77,29741.0,280.57547169811323,2.3788194120198694,77,37522.0,0.07789795376665658,77,37522.0
19120.0,75,30075.0,283.72641509433964,2.2987391971101885,75,37776.0,0.09826044384799576,75,37776.0
19125.0,82,30461.0,290.1047619047619,1.827245229751167,82,38028.0,0.06785737397910126,82,38028.0
19130.0,86,30882.0,296.9423076923077,2.182171143882392,86,38333.0,0.07084153446515844,86,38333.0
19135.0,81,30594.0,291.37142857142857,2.029685341934477,81,38134.0,0.0667167981195223,81,38134.0
19140.0,76,29944.0,302.4646464646465,1.9772832926173365,76,37587.0,0.07020009850965135,76,37587.0
19145.0,68,29214.0,286.4117647058824,2.910050021709068,68,36650.0,0.1103785058686937,68,36650.0
19150.0,60,28857.0,297.49484536082474,2.3738298686126336,60,36835.0,0.10162511317605503,60,36835.0
19155.0,62,28878.0,288.78,2.892881699645721,62,36985.0,0.14734478120243907,62,36985.0
19160.0,67,29204.0,292.04,2.6749387144172987,67,37184.0,0.09149516209926375,67,37184.0
19165.0,70,29307.0,287.3235294117647,2.1998274591591422,70,37269.0,0.10295353523096248,70,37269.0
19170.0,71,29339.0,296.35353535353534,2.0957496501295187,71,37256.0,0.08689876270849844,71,37256.0
19175.0,72,29651.0,299.5050505050505,2.487163990135628,72,37228.0,0.07917571524068971,72,37228.0
19180.0,72,29974.0,299.74,2.280164822916701,72,37456.0,0.08341215563004666,72,37456.0
19185.0,76,30340.0,316.0416666666667,2.0357616508133174,76,37680.0,0.06905494915317621,76,37680.0
19190.0,79,30730.0,307.3,2.5883631538529106,79,37947.0,0.08487962971725133,79,37947.0
19195.0,80,31129.0,320.91752577319585,2.011276997536519,80,38226.0,0.0858588933622819,80,38226.0
19200.0,76,31422.0,330.7578947368421,1.4136073125284192,76,38408.0,0.04702523068536644,76,38408.0
19205.0,74,31736.0,330.5833333333333,2.1520506026016077,74,38536.0,0.08924315376401949,74,38536.0
19210.0,78,32115.0,334.53125,2.298953749811271,78,38736.0,0.06710602564912252,78,38736.0
19215.0,73,32447.0,345.1808510638298,1.8541934868075063,73,38969.0,0.05236603473656524,73,38969.0
19220.0,74,32817.0,352.8709677419355,2.1613002901915297,74,39195.0,0.08564595746075107,74,39195.0
19225.0,74,33187.0,356.8494623655914,2.468437017155433,74,39438.0,0.08921370043537553,74,39438.0
19230.0,76,33563.0,364.8152173913044,1.880053477063251,76,39684.0,0.07475315367669755,76,39684.0
19235.0,78,33951.0,385.8068181818182,1.3605413620863016,78,39942.0,0.06214109560790168,78,39942.0
19240.0,80,34346.0,373.32608695652175,1.6518371361568127,80,40207.0,0.07243229206175636,80,40207.0
19245.0,75,34635.0,384.8333333333333,1.3544002092049532,75,40411.0,0.060583972712641154,75,40411.0
19250.0,78,35016.0,372.51063829787233,1.7680875828267415,78,40617.0,0.0743080620480485,78,40617.0
19255.0,79,35411.0,376.71276595744683,1.8819904261837954,79,40882.0,0.06417611627828856,79,40882.0
19260.0,74,35744.0,380.25531914893617,1.5191977729564248,74,41115.0,0.06407099789884681,74,41115.0
19265.0,77,36120.0,384.25531914893617,1.8411236235954087,77,41331.0,0.07073996342726627,77,41331.0
19270.0,78,36510.0,376.3917525773196,2.406941760810086,78,41591.0,0.06086015370311719,78,41591.0
19275.0,75,36159.0,380.62105263157895,2.0410913412681135,75,41221.0,0.06732995077893618,75,41221.0
19280.0,65,35308.0,379.6559139784946,2.2823209622652842,65,40306.0,0.09884122195648792,65,40306.0
19285.0,62,34684.0,372.9462365591398,2.947463966143338,62,38942.0,0.11012042951549651,62,38942.0
19290.0,53,33989.0,369.44565217391306,2.7554771614734155,53,39075.0,0.1391115146372107,53,39075.0
19295.0,52,33909.0,385.32954545454544,3.0158042300892163,52,39174.0,0.1396467106576418,52,39174.0
19300.0,59,34189.0,359.88421052631577,3.1875894936009677,59,39322.0,0.1338285067161433,59,39322.0
19305.0,61,34315.0,377.0879120879121,2.449880266079878,61,39419.0,0.09027753929599577,61,39419.0
19310.0,64,34608.0,368.17021276595744,2.4723329743306506,64,39497.0,0.10758238717764176,64,39497.0
19315.0,73,34957.0,379.9673913043478,2.180871602587073,73,39700.0,0.068679007682664,73,39700.0
19320.0,72,35307.0,379.64516129032256,1.7189699771114808,72,39928.0,0.05475016370607157,72,39928.0
19325.0,74,35673.0,400.82022471910113,1.8977862317602578,74,40156.0,0.07860000671924709,74,40156.0
19330.0,74,36043.0,391.7717391304348,2.4461546631137625,74,40396.0,0.0891932252689666,74,40396.0
19335.0,76,36417.0,395.8369565217391,2.1518505703861934,76,40640.0,0.07915819561665455,76,40640.0
19340.0,74,36752.0,399.4782608695652,1.8793188978854276,74,40855.0,0.08936202458021217,74,40855.0
19345.0,78,37132.0,412.5777777777778,1.6869832494650103,78,41095.0,0.07688716913034883,78,41095.0
19350.0,78,37522.0,399.17021276595744,1.8693832748803085,78,41361.0,0.07857945024422369,78,41361.0
19355.0,76,37865.0,420.72222222222223,1.2578309084711314,76,41646.0,0.061694997534032736,76,41646.0
19360.0,76,38238.0,411.16129032258067,1.898940958678945,76,41954.0,0.07993911035638533,76,41954.0
19365.0,76,38618.0,410.82978723404256,2.5508992906395327,76,42301.0,0.06659925342431404,76,42301.0
19370.0,77,38999.0,414.8829787234043,2.169857203447004,77,42622.0,0.08316779510846856,77,42622.0
19375.0,80,39393.0,432.8901098901099,1.5554851857486247,80,42927.0,0.06322667450786162,80,42927.0
19380.0,75,39258.0,426.7173913043478,1.6814948341214486,75,42540.0,0.07367621452638788,75,42540.0
19385.0,68,38766.0,421.3695652173913,1.9994147570936565,68,41581.0,0.09768243539758034,68,41581.0
19390.0,62,38430.0,417.7173913043478,2.7270820202082326,62,40168.0,0.09007169513247751,62,40168.0
19395.0,55,37904.0,412.0,2.6127001731031516,55,40241.0,0.13694902228844588,55,40241.0
19400.0,54,37872.0,425.5280898876405,2.5998460687113822,54,40284.0,0.11862219810340742,54,40284.0
19405.0,64,38174.0,406.1063829787234,2.64675179539251,64,40432.0,0.12051748194806113,64,40432.0
19410.0,64,38364.0,408.1276595744681,1.7414551073699955,64,40556.0,0.06349220099983151,64,40556.0
19415.0,64,38608.0,398.02061855670104,2.385639432985024,64,40647.0,0.09135149438602606,64,40647.0
19420.0,71,38950.0,405.7291666666667,2.494947065301366,71,40768.0,0.06870233972161281,71,40768.0
19425.0,74,39317.0,413.86315789473684,2.758440153326882,74,40976.0,0.10057343999813018,74,40976.0
19430.0,74,39687.0,436.1208791208791,2.0942278379524457,74,41196.0,0.06750089003062039,74,41196.0
19435.0,72,39828.0,437.6703296703297,1.734888225221499,72,40865.0,0.07583577889668806,72,40865.0
19440.0,64,39815.0,462.9651162790698,1.9715232871812927,64,39915.0,0.08677518717464724,64,39915.0
19445.0,61,39859.0,424.031914893617,2.9125451667585165,61,39095.0,0.1150177318998367,61,39095.0
19450.0,51,39858.0,447.8426966292135,2.682917833214577,51,39188.0,0.1296816277907598,51,39188.0
19455.0,53,40012.0,439.6923076923077,2.986253475968143,53,39248.0,0.15077948662644405,53,39248.0
19460.0,61,40301.0,442.86813186813185,2.9324136564033294,61,39367.0,0.09551499955897502,61,39367.0
19465.0,68,40622.0,441.54347826086956,2.519990039110781,68,39528.0,0.08592404492897335,68,39528.0
19470.0,72,40977.0,476.4767441860465,1.6358613156909112,72,39724.0,0.06922137116831546,72,39724.0
19475.0,69,34663.0,398.42528735632186,1.2185507514425695,69,37930.0,0.0653822982109768,69,37930.0
19480.0,65,23899.0,262.6263736263736,2.2132687526199035,65,34144.0,0.11713539736878588,65,34144.0
19485.0,60,15344.0,161.5157894736842,2.81860176021316,60,28374.0,0.11249990929666001,60,28374.0
19490.0,54,5860.0,62.340425531914896,2.8513636479383435,54,28538.0,0.1324667603474849,54,28538.0
19495.0,52,1626.0,17.67391304347826,3.0481072997729135,52,28667.0,0.14805346400357353,52,28667.0
19500.0,61,1912.0,20.559139784946236,2.7388454050867694,61,28848.0,0.08916046471312777,61,28848.0
19505.0,68,2237.0,22.8265306122449,2.719072787837446,68,29073.0,0.10933362321627466,68,29073.0
19510.0,75,2597.0,27.33684210526316,1.5111917226268354,75,29331.0,0.050006938132832066,75,29331.0
19515.0,84,2998.0,28.826923076923077,2.0773137552434258,84,29622.0,0.08358639095762571,84,29622.0
19520.0,88,3432.0,34.32,1.135853732910464,88,29947.0,0.04058966012356765,88,29947.0
19525.0,92,3890.0,37.04761904761905,1.6521239690636325,92,30295.0,0.07287360228869452,92,30295.0
19530.0,92,4350.0,42.64705882352941,1.1917975980347462,92,30645.0,0.04689134101271606,92,30645.0
19535.0,88,4187.0,40.650485436893206,1.1644977316031906,88,30760.0,0.04747918314187987,88,30760.0
19540.0,83,4036.0,38.80769230769231,1.8473501835197412,83,30684.0,0.08373199713993539,83,30684.0
19545.0,76,4258.0,40.16981132075472,2.3364389979959332,76,30535.0,0.0830102745729851,76,30535.0
19550.0,77,4597.0,42.56481481481482,2.33617416431371,77,30789.0,0.11011905370079673,77,30789.0
19555.0,82,4987.0,47.04716981132076,2.024260296871381,82,31046.0,0.07245049588580134,82,31046.0
19560.0,87,5413.0,52.04807692307692,2.1318308174577885,87,31360.0,0.040904342411162115,87,31360.0
19565.0,82,5164.0,50.13592233009709,2.005738069730603,82,31091.0,0.0761541806018601,82,31091.0
19570.0,74,4448.0,44.48,2.0154006676269303,74,30262.0,0.07191579656170793,74,30262.0
19575.0,70,3969.0,39.69,2.509622509969782,70,29476.0,0.08372540331390745,70,29476.0
19580.0,60,3574.0,36.46938775510204,2.480355774378383,60,29507.0,0.12284169838706292,60,29507.0
19585.0,63,3605.0,37.16494845360825,2.816081715261408,63,29661.0,0.13538618641571748,63,29661.0
19590.0,69,3935.0,38.960396039603964,2.7191481395841963,69,29866.0,0.09644726274269452,69,29866.0
19595.0,78,4305.0,43.92857142857143,1.6050461916305898,78,30116.0,0.053646594411177285,78,30116.0
19600.0,84,4712.0,46.65346534653465,1.6351222242154977,84,30404.0,0.07308434216750602,84,30404.0
19605.0,90,5148.0,52.53061224489796,0.9946025285911613,90,30720.0,0.03966289842146255,90,30720.0
19610.0,85,5430.0,52.71844660194175,1.4271698490499607,85,30622.0,0.07146276825591041,85,30622.0
19615.0,77,5595.0,55.95,1.6137259294530335,77,30273.0,0.06540976936717563,77,30273.0
19620.0,72,5809.0,56.398058252427184,2.4436519666378524,72,29683.0,0.07744747900812937,72,29683.0
19625.0,67,6002.0,57.161904761904765,2.561002001736754,67,29886.0,0.10997739474518659,67,29886.0
19630.0,72,6290.0,61.067961165048544,2.220618349050647,72,30087.0,0.09595974053107177,72,30087.0
19635.0,76,6659.0,64.6504854368932,2.2942775753373934,76,30333.0,0.07858691610559011,76,30333.0
19640.0,78,6521.0,62.70192307692308,1.684280413986871,78,30323.0,0.05081672609533462,78,30323.0
19645.0,76,6155.0,62.80612244897959,1.8108453921204852,76,30093.0,0.08633337318019732,76,30093.0
19650.0,69,6050.0,59.31372549019608,2.4315826860384675,69,29757.0,0.08874979264930354,69,29757.0
19655.0,64,6253.0,63.16161616161616,2.4789425660521522,64,29938.0,0.10649975889295349,64,29938.0
19660.0,66,6566.0,63.13461538461539,2.7704641931132796,66,30095.0,0.12944612029415253,66,30095.0
19665.0,75,6920.0,69.2,2.044974718856806,75,30312.0,0.05283154488672218,75,30312.0
19670.0,83,7322.0,71.7843137254902,2.151341291561892,83,30584.0,0.08359432684313749,83,30584.0
19675.0,84,7742.0,79.81443298969072,1.5487595896672517,84,30874.0,0.04700791242685813,84,30874.0
19680.0,80,8026.0,82.74226804123711,1.2274471559005422,80,30946.0,0.056374902150352665,80,30946.0
19685.0,74,8219.0,84.73195876288659,1.8809794694292847,74,30839.0,0.08405914426398563,74,30839.0
19690.0,68,8475.0,84.75,2.4708347429860176,68,30679.0,0.08981714761380234,68,30679.0
19695.0,67,8769.0,84.3173076923077,2.759382292150246,67,30870.0,0.12924254478808758,67,30870.0
19700.0,73,9110.0,88.44660194174757,2.1790194796392957,73,31058.0,0.07867578509382837,73,31058.0
19705.0,80,9497.0,94.97,2.4364488974369776,80,31311.0,0.06508856550070763,80,31311.0
19710.0,82,9906.0,99.06,2.3078632963994323,82,31590.0,0.07565676087057399,82,31590.0
19715.0,77,10206.0,108.57446808510639,1.468711134085223,77,31743.0,0.049393514465597345,77,31743.0
19720.0,69,10447.0,109.96842105263158,2.3252943057164694,69,31813.0,0.10206555042636956,69,31813.0
19725.0,72,10800.0,113.6842105263158,2.6140423678032616,72,31890.0,0.08606667979229274,72,31890.0
19730.0,70,11124.0,113.51020408163265,2.2637065846098383,70,32099.0,0.09581486379498144,70,32099.0
19735.0,75,11492.0,120.96842105263158,2.1497530179384654,75,32322.0,0.0872326433978578,75,32322.0
19740.0,78,11875.0,126.32978723404256,2.0822698794567396,78,32575.0,0.0599142393729787,78,32575.0
19745.0,79,12269.0,130.5212765957447,1.9866963730915876,79,32839.0,0.06550341266833451,79,32839.0
19750.0,79,12664.0,142.2921348314607,1.3114804922302525,79,33104.0,0.06092233519599611,79,33104.0
19755.0,75,12919.0,137.43617021276594,1.6767031000005035,75,33291.0,0.07137373573425604,75,33291.0
19760.0,73,13247.0,145.57142857142858,2.0840449033203807,73,33429.0,0.08472184094973681,73,33429.0
19765.0,74,13615.0,141.82291666666666,2.4792194381610764,74,33630.0,0.07842425489816514,74,33630.0
19770.0,71,13949.0,149.98924731182797,1.9153540639768023,71,33849.0,0.06520380519247944,71,33849.0
19775.0,73,14313.0,153.90322580645162,2.3156682853097474,73,34068.0,0.08512233853771049,73,34068.0
19780.0,75,14682.0,161.34065934065933,2.2890785371920175,75,34307.0,0.06823954214387842,75,34307.0
19785.0,73,15043.0,165.30769230769232,2.0152698281045214,73,34538.0,0.06727081777958602,73,34538.0
19790.0,76,15421.0,177.2528735632184,1.5109354185935155,76,34786.0,0.05893150576481016,76,34786.0
19795.0,79,15807.0,175.63333333333333,1.3166775285369672,79,35042.0,0.062346793586301075,79,35042.0
19800.0,74,16143.0,185.55172413793105,1.1301748359316643,74,35276.0,0.06856268165038813,74,35276.0
19805.0,75,16505.0,175.58510638297872,1.9306265175287334,75,35485.0,0.09099680705308845,75,35485.0
19810.0,77,16888.0,179.6595744680851,2.3209016655355272,77,35733.0,0.06658047136706974,77,35733.0
19815.0,73,16146.0,169.9578947368421,1.8374577988900291,73,35365.0,0.0764044046459411,73,35365.0
19820.0,66,14652.0,161.01098901098902,2.10086630283217,66,34451.0,0.08726534190974988,66,34451.0
19825.0,61,13691.0,144.1157894736842,2.9680111723069227,61,33068.0,0.10874369673824147,61,33068.0
19830.0,51,12912.0,143.46666666666667,2.9141002825473525,51,33201.0,0.13740742280709642,51,33201.0
19835.0,51,12760.0,143.37078651685394,2.939255098511137,51,33285.0,0.1505136302430436,51,33285.0
19840.0,60,13042.0,140.23655913978496,3.0016729513513187,60,33432.0,0.1179485431172233,60,33432.0
19845.0,60,13276.0,141.2340425531915,2.433169456496295,60,33125.0,0.09565584211962383,60,33125.0
19850.0,62,13488.0,145.03225806451613,2.45576225529208,62,32295.0,0.09775001900046236,62,32295.0
19855.0,59,13719.0,144.41052631578947,3.1128066096611393,59,31611.0,0.12282705487950712,59,31611.0
19860.0,53,13928.0,154.75555555555556,2.810318725383478,53,31551.0,0.1205939967311862,53,31551.0
19865.0,56,14178.0,157.53333333333333,2.694344279816915,56,31659.0,0.134969244854277,56,31659.0
19870.0,61,14472.0,162.6067415730337,2.6288347877574205,61,31813.0,0.07408603545169955,61,31813.0
19875.0,69,14805.0,157.5,2.9402618737732613,69,32016.0,0.14815729851857046,69,32016.0
19880.0,73,15160.0,170.3370786516854,1.628793057633539,73,32241.0,0.057345870085896596,73,32241.0
19885.0,79,15548.0,167.18279569892474,1.9851249337023045,79,32499.0,0.07501843106104397,79,32499.0
19890.0,79,15943.0,175.1978021978022,1.743268223787261,79,32764.0,0.06444312143404123,79,32764.0
19895.0,75,15855.0,178.14606741573033,1.0662345770983253,75,32844.0,0.045648271458316,75,32844.0
19900.0,69,15835.0,174.01098901098902,2.0077008001398107,69,32773.0,0.0956578378733091,69,32773.0
19905.0,67,16157.0,173.7311827956989,2.476356933150706,67,32691.0,0.0832430833107754,67,32691.0
19910.0,66,16443.0,167.78571428571428,2.6517981252688534,66,32871.0,0.11761840659887468,66,32871.0
19915.0,71,16781.0,174.80208333333334,2.6840153910025983,71,33056.0,0.10225281934015988,71,33056.0
19920.0,77,17152.0,184.43010752688173,2.317416782502638,77,33296.0,0.04764107992255762,77,33296.0
19925.0,77,17537.0,190.6195652173913,2.190238504099012,77,33551.0,0.08121217108825134,77,33551.0
19930.0,77,17922.0,201.37078651685394,1.5972577417925364,77,33806.0,0.054850473486768414,77,33806.0
19935.0,73,18169.0,206.4659090909091,1.3872122958610424,73,33955.0,0.06558600308229767,73,33955.0
19940.0,69,18431.0,204.7888888888889,1.858280906596166,69,34035.0,0.08282467998480725,69,34035.0
19945.0,71,18785.0,201.98924731182797,2.79834122484714,71,34176.0,0.09945390122938431,71,34176.0
19950.0,72,19106.0,201.1157894736842,2.293596191064853,72,34385.0,0.08895911314904893,72,34385.0
19955.0,73,19466.0,216.2888888888889,2.0668018390148806,73,34597.0,0.04913563339262539,73,34597.0
19960.0,75,19838.0,213.31182795698925,2.422938103005402,75,34839.0,0.07688577788157169,75,34839.0
19965.0,75,20213.0,227.1123595505618,1.9042523384644234,75,35084.0,0.06674225061179641,75,35084.0
19970.0,71,20518.0,227.9777777777778,1.3630984357593898,71,35283.0,0.0713884290152125,71,35283.0
19975.0,75,20891.0,240.1264367816092,1.6752344591358217,75,35502.0,0.0678954920530108,75,35502.0
19980.0,77,21269.0,233.72527472527472,1.6689436522580128,77,35750.0,0.061794229655152515,77,35750.0
19985.0,74,21594.0,239.93333333333334,1.2572174864671861,74,35980.0,0.0657234554015571,74,35980.0
19990.0,74,21952.0,236.04301075268816,1.9765402026287044,74,36183.0,0.08465254617897719,74,36183.0
19995.0,75,22324.0,237.48936170212767,2.4836331852649365,75,36415.0,0.07808091647651719,75,36415.0
20000.0,71,21875.0,232.7127659574468,2.319990652335421,71,36091.0,0.07945867143031533,71,36091.0
20005.0,65,20883.0,232.03333333333333,2.1712984332445195,65,35243.0,0.09739327511840098,65,35243.0
20010.0,58,20050.0,217.93478260869566,2.864519656406452,58,34108.0,0.10808529107466458,58,34108.0
20015.0,50,19694.0,221.2808988764045,2.8842411391316336,50,34225.0,0.1354438013391761,50,34225.0
20020.0,54,19798.0,215.19565217391303,3.1574103320831632,54,34313.0,0.1569245156917248,54,34313.0
20025.0,59,20081.0,220.67032967032966,2.9862102192644917,59,34456.0,0.09883805194012152,59,34456.0
20030.0,67,20402.0,219.3763440860215,2.5878266958111027,67,34647.0,0.10139835434893522,67,34647.0
20035.0,72,20754.0,238.55172413793105,1.71594349600482,72,34870.0,0.07076385078498516,72,34870.0
20040.0,75,21128.0,237.3932584269663,1.669368473954663,75,35115.0,0.05844159758280081,75,35115.0
20045.0,78,21517.0,244.51136363636363,1.518895169208232,78,35374.0,0.06787795896057715,78,35374.0
20050.0,79,21908.0,243.42222222222222,1.387704759502684,79,35635.0,0.06484080616889834,79,35635.0
20055.0,76,21977.0,233.79787234042553,1.5433353753435168,76,35766.0,0.08794797411974967,76,35766.0
20060.0,72,22201.0,226.5408163265306,2.322364977830568,72,35807.0,0.10665564919534898,72,35807.0
20065.0,76,22575.0,230.35714285714286,2.5974308955531433,76,35921.0,0.08659213522138029,76,35921.0
20070.0,73,22900.0,231.31313131313132,2.1897351350750207,73,36139.0,0.07647747487937938,73,36139.0
20075.0,74,23268.0,247.53191489361703,2.1083519248110147,74,36354.0,0.07078270491639078,74,36354.0
20080.0,76,23646.0,251.5531914893617,2.454490852420042,76,36602.0,0.06847860777202634,76,36602.0
20085.0,76,24026.0,261.1521739130435,2.102765131262083,76,36852.0,0.06376216058264719,76,36852.0
20090.0,71,24318.0,264.32608695652175,2.191422185206727,71,37046.0,0.11249599473321711,71,37046.0
20095.0,73,24675.0,274.1666666666667,1.7909613357394034,73,37232.0,0.07338108697750452,73,37232.0
20100.0,77,25053.0,272.3152173913044,1.879203337519416,77,37480.0,0.045025327816175104,77,37480.0
20105.0,81,25450.0,276.6304347826087,1.546582581458635,81,37747.0,0.06187467413939963,81,37747.0
20110.0,75,25782.0,289.685393258427,0.9285512237658855,75,37986.0,0.036210440908530185,75,37986.0
20115.0,75,26136.0,281.03225806451616,1.9321262147925975,75,38187.0,0.08861702528082332,75,38187.0
20120.0,75,26511.0,285.06451612903226,2.4789280993332046,75,38418.0,0.06509309475977522,75,38418.0
20125.0,70,26228.0,273.2083333333333,2.2911510395697654,70,38160.0,0.0813337449681071,70,38160.0
20130.0,66,25625.0,281.5934065934066,2.1424553858151683,66,37407.0,0.08576051635658304,66,37407.0
20135.0,61,25011.0,268.93548387096774,2.7120060679674043,61,36251.0,0.09010321884285867,61,36251.0
20140.0,50,24559.0,272.8777777777778,2.7424136463245072,50,36357.0,0.1299878401006286,50,36357.0
20145.0,55,24541.0,269.68131868131866,2.9756086090001497,55,36457.0,0.13179080011598004,55,36457.0
20150.0,61,24838.0,272.94505494505495,2.0390417100602543,61,36624.0,0.06557969533252184,61,36624.0
20155.0,67,25020.0,271.95652173913044,1.9047961878005961,67,36773.0,0.08778675110596947,67,36773.0
20160.0,63,25222.0,280.24444444444447,1.5063597001924274,63,36850.0,0.03762290443172177,63,36850.0
20165.0,68,25556.0,258.14141414141415,3.069313031469137,68,36980.0,0.118650894085583,68,36980.0
20170.0,73,25913.0,275.67021276595744,2.685697036300719,73,37180.0,0.07355792684411279,73,37180.0
20175.0,70,26083.0,274.5578947368421,2.208560111863089,70,36948.0,0.08435529986047732,70,36948.0
20180.0,65,26135.0,287.1978021978022,2.587489328606598,65,35876.0,0.0849345108065568,65,35876.0
20185.0,61,26231.0,282.0537634408602,3.2085395386187425,61,35361.0,0.12225970193183822,61,35361.0
20190.0,52,26304.0,298.90909090909093,3.0143734054786337,52,35384.0,0.13201030713827142,52,35384.0
20195.0,50,26448.0,307.5348837209302,2.6407190471950597,50,35457.0,0.11579019879854369,50,35457.0
20200.0,59,26725.0,296.94444444444446,3.4442379625687574,59,35575.0,0.13592788989354207,59,35575.0
20205.0,63,27031.0,303.7191011235955,2.8030967899152444,63,35752.0,0.10237528069230645,63,35752.0
20210.0,70,27365.0,318.19767441860466,2.1943725035704236,70,35956.0,0.07131430591741313,70,35956.0
20215.0,72,27723.0,326.15294117647056,1.9776403601748527,72,36184.0,0.07737560688089987,72,36184.0
20220.0,74,28085.0,342.5,1.3735306084911305,74,36416.0,0.048718650060107546,74,36416.0
20225.0,74,28455.0,330.8720930232558,1.9375264973888788,74,36656.0,0.08292205518553607,74,36656.0
20230.0,68,28481.0,339.0595238095238,1.540012386977583,68,36751.0,0.05512668830532898,68,36751.0
20235.0,62,28657.0,311.4891304347826,2.958730306697223,62,36744.0,0.14279920666583665,62,36744.0
20240.0,66,28980.0,322.0,2.7943257312107033,66,36797.0,0.08415318779853666,66,36797.0
20245.0,67,29297.0,318.44565217391306,2.3595068080995745,67,36992.0,0.09553804194026642,67,36992.0
20250.0,70,29644.0,340.735632183908,2.276880957316597,70,37201.0,0.07429832895317039,70,37201.0
20255.0,70,29994.0,348.7674418604651,2.2756691839931,70,37421.0,0.07156233281938038,70,37421.0
20260.0,72,30348.0,352.8837209302326,2.137529295967639,72,37645.0,0.07181353335885948,72,37645.0
20265.0,72,30708.0,365.57142857142856,1.7764812850708824,72,37875.0,0.08724492353647488,72,37875.0
20270.0,70,30949.0,351.6931818181818,1.691060530027836,70,38045.0,0.09655467559488888,70,38045.0
20275.0,71,31294.0,347.7111111111111,2.258380409370899,71,38197.0,0.09439496243350753,71,38197.0
20280.0,77,31665.0,347.967032967033,2.062462842681414,77,38436.0,0.04410800891419896,77,38436.0
20285.0,71,31983.0,355.3666666666667,1.645126380446078,71,38653.0,0.06670201464794007,71,38653.0
20290.0,70,32326.0,359.1777777777778,2.369384842306033,70,38844.0,0.0893474697587882,70,38844.0
20295.0,72,32678.0,367.1685393258427,2.3878773229644077,72,39059.0,0.06317192909489262,72,39059.0
20300.0,72,33038.0,375.4318181818182,2.3802458758554716,72,39289.0,0.06823574122277327,72,39289.0
20305.0,70,33376.0,388.09302325581393,2.0906978499378317,70,39497.0,0.0955167209552599,70,39497.0
20310.0,71,33727.0,392.1744186046512,1.5084205314349841,71,39718.0,0.07328081606609088,71,39718.0
20315.0,76,34099.0,396.5,1.388203341884825,76,39960.0,0.06438943037847655,76,39960.0
20320.0,78,34483.0,391.85227272727275,1.1666727608466587,78,40214.0,0.06330616733509176,78,40214.0
20325.0,80,34883.0,396.39772727272725,0.8668902326134448,80,40484.0,0.042497976833456456,80,40484.0
20330.0,78,35192.0,382.5217391304348,1.0396749031639754,78,40718.0,0.06943057521706934,78,40718.0
20335.0,74,35531.0,386.20652173913044,1.7690454819243668,74,40899.0,0.07158789077229706,74,40899.0
20340.0,74,35901.0,373.96875,2.6033854637173017,74,41112.0,0.08422120636519229,74,41112.0
20345.0,74,36244.0,377.5416666666667,2.2499114005182523,74,41327.0,0.07356333209461592,74,41327.0
20350.0,79,36631.0,393.8817204301075,1.724418266189508,79,41582.0,0.0657377013119251,79,41582.0
20355.0,81,37036.0,398.23655913978496,1.6366960247701359,81,41857.0,0.057808144610157486,81,41857.0
20360.0,78,37364.0,401.76344086021504,1.266622252199447,78,42097.0,0.06603438937246121,78,42097.0
20365.0,74,37720.0,405.59139784946234,1.7690581988275342,74,42299.0,0.080178359571331,74,42299.0
20370.0,76,38100.0,392.78350515463916,2.550850571045782,76,42531.0,0.08428498261764023,76,42531.0
20375.0,76,38480.0,413.76344086021504,2.2187791294399393,76,42781.0,0.05678668728821122,76,42781.0
20380.0,72,37733.0,397.18947368421055,1.7994193638689813,72,42348.0,0.08199322709204218,72,42348.0
20385.0,68,36431.0,404.7888888888889,2.02685599997813,68,41203.0,0.0911764228621937,68,41203.0
20390.0,63,35256.0,367.25,3.0562985001979257,63,40048.0,0.11137270657641997,63,40048.0
20395.0,52,34386.0,377.86813186813185,3.144532890276131,52,39956.0,0.14282269625779506,52,39956.0
20400.0,55,34218.0,384.4719101123595,2.717576302796753,55,40045.0,0.1223760955588753,55,40045.0
20405.0,62,34517.0,379.3076923076923,2.430466714345493,62,40214.0,0.1028152247484899,62,40214.0
20410.0,65,34702.0,369.17021276595744,1.7501604739623156,65,40357.0,0.07689180822226145,65,40357.0
20415.0,66,34929.0,367.6736842105263,2.147814853230146,66,40473.0,0.09637691700868713,66,40473.0
20420.0,68,35265.0,356.2121212121212,2.9055958775711983,68,40590.0,0.1058794308174423,68,40590.0
20425.0,72,35603.0,367.0412371134021,2.290564067894743,72,40798.0,0.08489675698282163,72,40798.0
20430.0,78,35982.0,378.7578947368421,1.7544009591270548,78,41047.0,0.06788714081755981,78,41047.0
